Ticker,Date,Close,close_20_days_ago,change_20_days_percent
JPM,2026-06-18 00:00:00-04:00,332.339996337891,301.980010986328,10.05
AAPL,2026-06-18 00:00:00-04:00,300.25,302.25,-0.66
NVDA,2026-06-18 00:00:00-04:00,209.294998168945,223.209854125977,-6.23
GOOGL,2026-06-18 00:00:00-04:00,363.739990234375,388.677856445313,-6.42
TSLA,2026-06-18 00:00:00-04:00,388.511413574219,417.260009765625,-6.89
AMZN,2026-06-18 00:00:00-04:00,239.914993286133,265.010009765625,-9.47
MSFT,2026-06-18 00:00:00-04:00,377.505004882813,420.149993896484,-10.15
